#{"t_start": 1790206915.9220726, "env_id": "None"}
r,l,t
256.377721,108,21156.389223
202.718628,124,21174.564568
249.641812,106,21190.454357
-145.242957,149,21220.496402
235.754351,118,21237.864878
201.753861,112,21255.103078
246.510451,108,21269.775074
-213.176071,114,21286.129454
-617.489996,200,21318.36563
-101.073357,143,21339.640198
254.914856,113,21359.57504
-115.768156,152,21379.596925
260.868239,106,21394.079204
-103.285068,143,21413.294893
258.382642,106,21427.642884
195.757575,127,21447.008887
-100.363002,131,21474.395743
-228.57596,142,21494.495026
248.605957,104,21510.340886
198.845268,123,21531.51535
-67.774406,134,21550.234526
-182.790424,156,21570.406567
-72.347919,132,21588.404427
-218.274461,144,21610.711652
-238.288978,129,21629.411958
166.313634,118,21646.374776
256.608764,107,21670.346525
207.095829,113,21688.742042
-81.592221,134,21709.804461
-145.073614,140,21730.122204
245.668521,110,21754.561927
194.304901,116,21771.980984
251.881208,109,21793.433109
-144.893182,162,21814.666483
-65.204438,132,21835.621735
-104.331039,137,21853.551304
-71.889585,136,21874.195652
-176.537877,146,21894.067578
256.122099,105,21908.284537
-103.353685,144,21936.157999
248.163777,104,21950.330619
205.915074,118,21967.736855
-197.559408,118,21984.728319
205.627608,119,22008.558869
-342.718708,145,22027.98278
-136.666004,139,22048.474453
258.488257,112,22064.689992
-122.152261,149,22091.10871
258.988409,104,22105.36024
182.032033,116,22120.797832
-150.272102,143,22141.687722
210.369852,114,22157.195969
-142.097172,152,22187.04973
-471.212973,200,22213.860528
-79.853295,136,22236.278639
218.548021,113,22251.253585
258.918335,106,22265.729836
210.791624,114,22310.506193
244.682256,108,22334.222579
-177.897273,137,22362.544269
-58.995578,132,22380.322174
-158.221029,149,22402.124736
-78.045467,129,22419.442591
181.316645,125,22437.624062
260.484626,106,22461.244154
-288.553114,146,22481.224625
-100.478884,139,22500.465354
-90.058334,147,22520.407134
-237.007226,130,22541.317804
205.380133,117,22560.269868
239.416558,107,22575.438958
214.669784,118,22593.311115
-63.729362,133,22611.844594
-146.31412,139,22629.575717
-104.631487,133,22648.19846
182.298393,121,22667.144437
-58.695515,132,22688.261746
180.371916,126,22706.286908
257.305864,106,22720.509827
198.004303,119,22738.583736
260.972022,104,22752.520366
197.592819,126,22784.984277
249.976041,105,22799.325381
-127.458527,145,22822.022539
-65.265669,135,22863.260809
-100.909348,144,22900.16436
-208.369071,121,22931.830838
-91.338012,140,22950.221088
-112.885545,138,22972.128935
193.684487,120,22988.124193
259.461366,107,23011.631069
-181.178278,156,23032.378337
254.064692,108,23047.070438
198.848869,121,23063.471617
259.572747,106,23085.048529
-399.533429,200,23119.802596
255.399076,110,23134.582198
-178.556729,142,23156.397149
-79.144071,133,23179.639814
199.978142,121,23195.792573
256.586474,106,23214.680323
-110.85209,143,23237.986194
260.843586,106,23282.217391
-111.359929,139,23309.24336
-90.374804,132,23330.79191
-138.944757,186,23393.432686
-70.970848,132,23416.196651
185.856374,125,23441.478859
-299.709547,150,23463.523043
202.649396,125,23495.519487
261.35354,103,23509.680749
178.502066,120,23551.456824
-101.262062,135,23587.511682
-105.531598,148,23606.799628
-135.076729,130,23624.483538
223.507612,117,23652.164146
259.228413,105,23673.979196
-211.837403,148,23696.704252
-51.826107,128,23713.57771
-115.051264,148,23732.955711
-287.802263,137,23751.231072
-141.523358,139,23770.096881
-68.648095,128,23804.786387
-103.420203,138,23822.80409
-76.551874,125,23845.021466
209.215864,116,23860.378053
261.295857,105,23875.18755
-124.049737,139,23898.945694
-67.256343,128,23917.250607
-383.939828,163,23946.300247
258.023247,110,23974.131029
-262.411407,134,23991.778311
-170.271409,131,24009.532492
160.036447,113,24025.397807
261.329482,104,24044.369616
171.492935,120,24062.938612
262.087847,104,24077.039222
-125.441257,140,24095.502178
-102.582731,134,24113.196713
185.997181,120,24131.665502
255.612309,110,24148.259809
-289.136999,152,24168.969341
259.797971,103,24182.937408
201.170467,123,24202.249216
-99.302429,128,24229.389805
-217.07318,166,24251.091373
233.884723,117,24267.691279
-578.510939,200,24301.5831
-107.339166,132,24323.107886
202.211907,116,24338.726425
-66.920936,129,24358.915695
-242.539488,104,24381.582307
260.422321,103,24400.065323
183.507287,119,24416.156215
257.932963,106,24430.914057
-163.562775,164,24453.205592
246.016727,105,24469.569465
235.520331,111,24484.984946
-67.161832,132,24502.421383
-121.980071,142,24525.922782
248.842543,102,24558.42027
-297.550953,139,24582.680949
242.747938,108,24600.780425
-146.197785,165,24622.12498
-148.410388,138,24648.785537
-125.456797,140,24667.266353
-52.080877,127,24705.490284
105.635077,122,24721.737498
-82.597443,133,24741.657264
196.598788,118,24768.319726
249.075475,104,24782.565934
-91.622448,140,24801.088412
244.932849,107,24834.865146
-150.515506,140,24853.144166
250.114162,105,24880.18073
202.850968,115,24901.909966
-75.766092,129,24919.812199
215.41856,113,24941.823024
247.297832,106,24964.916026
-183.67503,155,24986.456869
-105.325384,127,25003.907805
-249.866903,143,25024.780884
246.235878,107,25040.005367
162.677583,120,25055.98517
253.532419,108,25070.884171
184.249346,122,25087.538136
-49.588964,127,25106.450821
-117.144212,152,25142.783505
-82.25283,126,25160.079542
-115.203621,144,25202.37749
-110.893272,126,25220.231842
-145.640306,140,25238.635379
253.875697,110,25258.15905
-104.977508,140,25276.420292
-187.203687,119,25317.270568
-100.509384,138,25364.627191
259.967632,104,25378.461758
-173.545127,132,25395.9458
241.598933,109,25410.680901
160.622554,113,25425.832572
-218.255276,122,25442.166918
195.801703,114,25457.563928
260.051673,105,25472.017352
-128.596481,136,25491.278346
243.845035,105,25505.678876
211.525648,115,25531.01578
-190.166546,114,25547.407996
169.798767,120,25563.342366
-56.070772,123,25583.717221
209.531903,116,25599.13812
245.640023,107,25621.592771
190.509877,123,25653.247666
-61.575254,125,25676.044546
-133.025174,142,25699.930661
244.030481,106,25714.693842
-200.792111,149,25734.56791
256.16777,108,25755.363268
-100.278123,136,25787.385294
261.952891,105,25801.753645
215.197112,116,25817.389579
249.658209,109,25849.731874
-137.413339,137,25871.783432
-52.389179,125,25888.775481
-168.366952,136,25911.138189
259.825097,105,25936.932672
-526.5614,156,25975.857438
-51.41073,125,26011.152883
-123.299521,130,26032.255944
-161.233563,134,26050.30306
-107.073379,134,26086.211328
-307.369984,145,26105.812432
-331.363848,155,26136.793167
-184.73425,112,26156.212794
-385.590605,143,26182.130867
260.609349,106,26197.840525
220.993992,113,26212.934592
245.364208,108,26228.066799
-88.859329,135,26245.990522
-57.389595,131,26263.459217
-92.275461,135,26281.794352
247.394372,107,26300.954386
-118.67659,142,26319.502403
255.778232,104,26333.752028
-189.587637,147,26362.166517
-98.577129,130,26385.070769
-90.575322,136,26402.84946
259.20976,106,26417.356411
-102.50587,144,26438.052313
-142.164339,132,26459.738632
-114.592838,145,26480.017929
258.808759,107,26502.514199
-129.268275,141,26521.174814
-74.060957,128,26539.22448
209.852931,111,26554.269045
247.478443,106,26573.759166
-90.235231,142,26592.564243
-65.857704,135,26611.989285
-145.544007,141,26630.554427
245.872471,112,26661.848073
-302.107735,140,26683.848456
-66.580428,136,26713.048683
193.919225,124,26732.868109
-80.442402,137,26753.106202
-336.83392,200,26784.481448
247.757674,107,26799.044905
-100.047471,137,26818.453839
255.206781,108,26833.227525
119.954677,128,26850.511577
-54.16383,131,26869.788882
-133.481092,154,26890.621246
259.25253,109,26905.290808
208.90501,123,26921.718024
-225.590719,128,26938.910006
-101.148165,141,26966.121493
-52.531379,131,26985.003233
193.845801,118,27006.575719
-51.652197,127,27023.302143
-114.984546,142,27046.355835
-125.997312,139,27064.933851
-225.425284,200,27103.368382
255.354411,106,27118.936294
200.097433,118,27135.535523
-113.581268,144,27155.415594
258.696121,107,27171.698145
-316.371485,153,27191.671149
249.043949,105,27208.9101
-105.977106,141,27227.465366
248.870748,106,27248.185068
-279.073822,135,27265.991966
-141.69163,143,27285.575137
-224.773776,82,27296.733583
258.280497,107,27311.832181
-120.218682,148,27345.628211
257.822674,108,27362.781743
-119.708494,145,27386.638949
259.065237,106,27401.151088
-139.289836,145,27421.781179
255.533829,108,27436.578368
-125.297115,133,27454.322827
256.703962,110,27479.563583
-222.130775,143,27499.156469
239.409115,110,27537.470142
-131.545342,143,27558.780857
-63.308741,131,27576.309824
-99.774707,145,27598.945596
258.265938,110,27615.44632
-124.646534,151,27644.882979
248.784269,112,27693.059885
-95.639402,146,27713.726986
-65.844544,131,27731.465666
-311.913105,154,27752.098684
257.185535,108,27767.071789
175.484828,122,27784.757234
255.948291,111,27799.768129
214.894335,120,27816.254656
242.868523,111,27831.979971
203.374356,121,27858.489295
230.020855,117,27878.834294
226.434698,114,27894.100808
-78.583372,129,27911.375038
202.787483,120,27927.327371
-66.462,138,27945.433886
-108.646818,144,27973.209234
258.547854,110,27989.780821
-116.146732,146,28009.228824
243.906684,108,28023.885543
219.915784,118,28080.037519
260.502403,108,28095.151116
-179.466297,142,28113.827767
219.485115,115,28147.004838
-152.187804,149,28168.674778
242.926032,109,28184.082717
-219.367018,138,28210.021809
248.845742,105,28229.975359
190.616075,122,28246.001298
240.272728,114,28261.602751
-104.732808,143,28280.20243
256.7101,110,28295.069285
-204.751154,135,28312.930607
-68.456651,138,28331.278913
-89.691031,141,28350.185523
254.03617,113,28368.552426
-130.378021,150,28388.935293
-52.617023,129,28410.296708
219.632082,120,28429.513219
260.462537,109,28444.17134
-93.394442,136,28462.043959
257.946714,107,28476.409209
-173.317546,152,28503.788707
256.781573,108,28518.394037
216.661856,116,28534.144293
-78.642711,131,28552.640969
-107.134472,136,28571.938074
245.375541,109,28587.065815
-107.990599,144,28606.470607
-48.93853,129,28653.863443
-88.064882,137,28673.979516
-64.156878,139,28693.496445
-153.186116,150,28713.287173
-222.451432,126,28730.285767
206.876285,122,28746.493125
-326.578366,150,28766.931783
207.837779,118,28782.875272
-159.429955,144,28802.185749
-357.838969,156,28822.6701
258.311889,109,28837.408359
-105.483729,141,28856.19592
-86.851115,136,28876.0005
-82.991391,135,28911.087333
255.817746,112,28926.412202
-79.152695,136,28944.503341
231.543808,118,28960.804668
-212.919662,169,28983.08258
-56.831524,132,29000.929934
-97.249293,146,29020.351614
245.946108,113,29035.583744
197.886138,121,29051.861044
252.797508,108,29066.525307
-166.625307,148,29086.750334
245.597513,114,29102.546089
225.21143,118,29118.247964
-329.982542,158,29150.507657
199.154164,122,29166.713301
-179.409461,143,29186.097273
196.294872,122,29202.389309
-221.620907,127,29219.539904
-127.503255,143,29238.376611
-203.101188,124,29255.677549
213.235314,125,29274.812771
-67.592658,132,29292.808055
-120.726557,147,29312.447819
-119.863241,153,29333.841153
-190.239882,200,29375.537162
240.435871,111,29390.611597
-252.040116,149,29413.241436
-56.357532,129,29430.569335
-100.353317,135,29449.235627
258.082781,107,29466.017348
-86.477262,135,29487.362472
246.461687,106,29506.738436
-106.996879,144,29526.979463
-191.107271,123,29544.230008
-170.120952,148,29563.881964
247.809403,109,29578.716789
-218.805532,156,29599.012559
242.476469,110,29622.775309
161.074478,121,29644.907053
-74.176598,128,29666.955831
216.646577,118,29683.450259
-71.14069,128,29700.969156
-202.471151,200,29737.262614
259.893775,109,29757.049321
-110.803595,140,29777.342569
257.787782,110,29792.033628
193.021555,111,29808.029133
257.831011,108,29825.634865
175.909899,120,29841.620688
259.568352,110,29856.362695
-240.750016,200,29886.331806
257.889693,112,29901.738903
202.778021,121,29923.14926
-117.480686,141,29943.33389
220.050587,116,29961.547715
-69.735194,129,29984.069623
-161.296772,148,30003.482452
251.680219,111,30018.555259
176.352833,121,30050.253277
-78.041896,132,30071.378766
158.182442,117,30093.68115
254.104437,114,30151.672446
-142.9994,151,30174.540512
-105.264921,130,30192.40012
-105.74829,143,30210.982765
257.739635,112,30227.42132
-85.410709,138,30248.02272
253.025142,114,30263.500166
-193.621937,111,30279.314952
-580.673142,200,30305.773098
179.876725,130,30348.118316
257.115666,113,30363.411622
-127.580287,150,30388.009922
-146.966022,143,30412.720536
161.89066,127,30429.539644
246.161455,112,30445.333608
-113.196397,148,30467.806285
240.387284,114,30483.580605
203.169727,120,30500.495293
-112.96279,146,30531.636091
203.737021,129,30552.566874
245.88685,114,30568.129127
195.046571,126,30585.828699
244.8249,113,30602.888792
-122.682068,145,30622.166055
246.213497,111,30639.039692
-268.425704,129,30655.989712
256.731456,114,30671.352422
-200.18397,162,30693.496375
243.460036,112,30709.028526
-133.487199,144,30728.153806
-82.074138,141,30747.093265
-101.131748,146,30767.033282
-193.501705,123,30786.537823
177.357761,123,30802.891038
231.657691,115,30818.476316
-157.088251,145,30838.329732
-336.580503,149,30859.010768
-14.798854,169,30884.556824
-57.842189,136,30902.730011
-204.912406,148,30922.194474
-64.194379,134,30943.198662
-78.347034,136,30973.469218
-50.307981,134,30994.190175
-101.298779,138,31019.497709
-104.69626,133,31041.116245
186.027796,122,31062.312386
256.070883,111,31077.484444
-188.118759,149,31107.500026
254.361468,114,31132.722224
53.543015,130,31149.921077
257.112105,113,31165.610995
-104.61338,139,31204.668633
255.615432,116,31235.363767
-308.829149,200,31261.584724
-236.165763,131,31285.318161
210.710992,124,31309.932714
254.312686,111,31325.195486
-162.155337,149,31344.730464
254.837583,113,31375.046267
-213.546923,200,31403.56432
254.084753,115,31421.836555
-99.61446,143,31442.718787
-60.235249,137,31467.386763
216.822082,123,31489.489958
256.208293,113,31505.759413
-97.702099,143,31524.573329
252.565179,114,31547.952715
180.689903,119,31564.171541
246.716624,112,31581.137143
202.821925,118,31596.787387
256.593387,112,31612.774152
-90.79405,143,31645.634185
-124.135345,146,31667.799921
-89.950472,143,31686.808147
257.405828,113,31707.672921
-141.895977,146,31727.983733
234.758708,120,31766.905041
-85.471701,142,31785.53458
254.757222,115,31804.616919
-133.097454,200,31837.089203
-371.105248,161,31858.184541
215.305151,126,31877.960456
-51.654171,133,31897.944423
-187.371092,154,31918.278344
244.933093,116,31934.217123
169.679941,128,31959.092543
-90.75486,141,31982.307973
213.460419,124,31998.731213
-71.555526,137,32017.389158
202.993659,127,32034.554303
252.779488,110,32049.518968
196.943414,130,32066.574515
-65.515002,136,32104.90522
-184.902154,200,32147.290086
244.851726,121,32172.688908
188.917974,121,32188.797125
244.989563,110,32206.347467
193.394044,123,32223.258039
-115.415978,153,32243.531155
-117.323088,141,32263.836901
254.55558,109,32278.704764
206.252429,120,32294.834557
251.587448,114,32313.163346
217.97597,123,32329.720234
237.837402,123,32355.262168
216.605941,121,32371.228963
-387.657888,166,32396.892726
212.997072,120,32413.359529
252.880101,112,32428.62362
-124.377433,151,32524.261338
-135.379738,145,32564.935033
-93.099478,145,32584.965829
-82.820294,136,32609.821981
-138.132503,156,32631.322181
256.395733,109,32660.086316
-133.150786,200,32686.024724
246.833998,113,32730.047287
-161.403081,143,32749.144655
247.042579,110,32765.035095
-88.810014,138,32784.170303
-65.952007,132,32802.445857
-138.57166,146,32829.811687
-124.038661,140,32863.894729
-143.372523,147,32885.036583
239.634511,111,32901.742944
218.045229,117,32919.884206
-68.978551,129,32937.296734
-339.075796,153,32957.958596
