training_step,curriculum_phase,success,termination,return,time_seconds,path_rmse_m,path_p95_m,endpoint_distance_m,heading_rmse_deg,challenge_clear_fraction
807132,1,False,off_path,-305.1950318204084,14.200000000826549,0.4841098512143676,1.0234114451266203,1.0833970790042395,21.48622879691688,0.8888888888888888
807257,1,False,goal_missed,-53.06660282791104,12.500000000727596,0.10757285542110415,0.2623118278764097,0.34403369798328054,2.3383441547126496,1.0
807380,1,True,success,193.23806943674956,12.300000000715954,0.09283230585150376,0.15678174238397055,0.09363651194806286,2.9995006442719894,1.0
807501,1,False,goal_missed,-63.345373939078975,12.100000000704313,0.13592935025060954,0.2937989332753334,0.391436805279582,3.6730960979240987,1.0
807636,1,False,goal_missed,-99.33326804547139,13.500000000785803,0.13102440093825093,0.294350604993791,0.3945195040545595,4.265722657893139,1.0
807758,1,False,goal_missed,-66.0601099676991,12.200000000710133,0.12904787663250547,0.2622075874376682,0.3417133246095569,1.7033112346940704,1.0
807873,1,True,success,215.43434326223235,11.500000000669388,0.025187362428367603,0.048800593980657524,0.08854698335118855,2.8345393947132664,1.0
807976,1,True,success,257.22865682989146,10.300000000599539,0.04354054489264694,0.06952550465266011,0.09241106379833458,0.7592116156283011,1.0
808114,1,False,goal_missed,-116.90211207673616,13.800000000803266,0.11971463866945539,0.2178846870176071,0.3283094355567653,9.525044808227536,0.8888888888888888
808222,1,False,off_path,-190.36981548682252,10.800000000628643,0.46352223323049035,1.109349785953656,1.18632323876561,17.680875577399735,1.0
808357,1,False,goal_missed,-124.37107202880051,13.500000000785803,0.18032306253765765,0.2932648632227927,0.385176506503418,3.3731623801246933,1.0
808459,1,True,success,260.67835050716917,10.200000000593718,0.011588911962375206,0.0259082074741008,0.09012693174828429,0.617116519990229,1.0
808597,1,False,goal_missed,-129.04182944691104,13.800000000803266,0.18942717198318954,0.3067971013645238,0.38256459164237283,3.2639131301558946,0.7777777777777778
808719,1,False,goal_missed,-98.85218594770976,12.200000000710133,0.21050854302393765,0.39387572995530656,0.47291806903004147,3.8953601576969783,1.0
808857,1,False,goal_missed,-244.03309743406598,13.800000000803266,0.3578606823818909,0.6092638962551393,0.6668164570645282,7.777795498962765,0.8888888888888888
808958,1,True,success,250.39186037046116,10.100000000587897,0.023781668521312225,0.05529159644285717,0.09170289986108462,1.1420295470979727,0.8888888888888888
809101,1,False,goal_missed,-111.28165094336036,14.30000000083237,0.1019608472296309,0.22768523605822816,0.30756331579424867,11.751400965351097,1.0
809221,1,False,goal_missed,-137.08693086267232,12.000000000698492,0.27424944202208684,0.48116132948380436,0.5398469475248447,5.330296364642786,0.8888888888888888
809355,1,False,goal_missed,-284.28054620605997,13.400000000779983,0.42202215079436767,0.8119381950986589,0.8702178164860898,10.898985144061289,1.0
809456,1,True,success,252.29778814926777,10.100000000587897,0.005762883486322981,0.011452132122260919,0.08531701399942838,0.4540483516248162,0.8888888888888888
809570,1,False,off_path,-228.10842989055345,11.400000000663567,0.45340372035473725,1.0703499980809652,1.1422182602783228,18.99536419729339,1.0
809669,1,True,success,251.52094604463045,9.900000000576256,0.015497971928334246,0.04202093955785574,0.08250013970579077,1.4178599944499108,0.8888888888888888
809869,1,False,timeout,-267.22267756537514,20.000000001164153,0.104178720594205,0.15524903745489788,0.2586142736403135,3.40052797031458,1.0
809968,1,True,success,235.72911211343603,9.900000000576256,0.04846051612436765,0.07765391561909203,0.08347584438839635,1.3083646913723666,0.7777777777777778
810112,1,False,goal_missed,-187.1982222582353,14.40000000083819,0.2221598694113568,0.3692607955486341,0.34237669930045894,16.24697016627332,0.8888888888888888
810215,1,True,success,258.44724727506707,10.300000000599539,0.02026334559364005,0.042394987953856975,0.0939783370888073,0.751931952549776,1.0
810344,1,False,goal_missed,-88.46885003426038,12.900000000750879,0.10553614658334842,0.22699794227035233,0.3288534102594987,3.931394164368556,1.0
810471,1,False,goal_missed,-61.30934110270434,12.700000000739237,0.1248273595602195,0.2798437344192685,0.36128871315532035,2.619012209329549,0.8888888888888888
810584,1,True,success,187.12480060883394,11.300000000657747,0.08234048220563196,0.11494480971123572,0.08756554335428535,5.3063606841067,0.8888888888888888
810704,1,False,goal_missed,-57.612475476572484,12.000000000698492,0.11714713026726424,0.2515184508621435,0.33456147873466896,1.3741153172380065,1.0
810830,1,False,goal_missed,-120.7296914328163,12.600000000733417,0.18324354776522978,0.3035980537441022,0.38144114147674724,5.809681048758229,1.0
810955,1,False,goal_missed,-142.69953105666258,12.500000000727596,0.28222296446642,0.5627077630142518,0.6245686459611188,8.085346742555123,1.0
811090,1,False,goal_missed,-121.07270526419043,13.500000000785803,0.18951612907144225,0.3737138308244549,0.4524923048201726,5.615525927345175,1.0
811213,1,False,goal_missed,-199.69008385326578,12.300000000715954,0.36431307315821887,0.706614593834769,0.7624003397694366,10.23098867543308,0.8888888888888888
811386,1,False,goal_missed,-488.6485072924477,17.300000001006993,0.5587225544723415,0.989460874510083,1.052119494525082,22.55220391516018,1.0
811509,1,False,goal_missed,-55.9311954490146,12.300000000715954,0.1093508737558556,0.26410587452786705,0.34635846681714294,2.1447225047943244,0.8888888888888888
811640,1,False,goal_missed,-326.7544118976555,13.10000000076252,0.46248806902001294,0.7646382040325431,0.8108926566303375,9.224110429564897,0.7777777777777778
811742,1,True,success,260.38322335966643,10.200000000593718,0.014632703219974666,0.03227783261047979,0.08645187242427489,0.6245182196628063,1.0
811875,1,False,goal_missed,-155.2645176481376,13.300000000774162,0.23605559587816263,0.3813184287311771,0.39176180883564543,6.203477742805235,1.0
811994,1,False,goal_missed,-49.206103050551164,11.900000000692671,0.08854730451134744,0.23499218013095424,0.33523749338138337,2.7663631820299486,1.0
812131,1,False,goal_missed,-124.75955327939599,13.700000000797445,0.14419007669352316,0.23971434256816432,0.3127646918060602,12.912810245048343,1.0
812236,1,True,success,255.70396466471735,10.50000000061118,0.05473411315695817,0.08285702048071833,0.09700920259700625,1.056798481346896,1.0
812395,1,False,goal_missed,-257.50069271320194,15.900000000925502,0.2574905681743405,0.4990782757507565,0.3236297942656538,30.174508962955418,1.0
812497,1,True,success,257.1938280670237,10.200000000593718,0.052033481274537184,0.09255560977342919,0.0964375246783003,1.015739816226189,1.0
812635,1,False,goal_missed,-204.56868294849045,13.800000000803266,0.3043536841967753,0.5245126460003686,0.5819128804909509,6.286204915565599,0.8888888888888888
812758,1,False,goal_missed,-165.30849842929774,12.300000000715954,0.3218977672162962,0.6106923974788226,0.6707019293578161,8.426046002900215,0.8888888888888888
812898,1,False,goal_missed,-230.55749890974022,14.000000000814907,0.32516275741051637,0.5365757354344045,0.5953987273472443,6.658726086811509,1.0
813021,1,False,goal_missed,-69.23956652850228,12.300000000715954,0.14895129440282212,0.31919330920447414,0.4024887054147946,4.0468055225555055,1.0
813159,1,False,goal_missed,-152.05393191740043,13.800000000803266,0.22596125240934054,0.4749838675461544,0.5434072101991849,7.5790892950313875,1.0
813297,1,False,goal_missed,-117.28299752225227,13.800000000803266,0.15088162542016456,0.2711156275953864,0.314754142655302,20.084276219312706,0.8888888888888888
813451,1,False,goal_missed,-216.9542437737797,15.400000000896398,0.2089388947520437,0.38758815883079417,0.3420439718691861,30.550123564502233,1.0
813575,1,False,goal_missed,-58.42443182763052,12.400000000721775,0.11250602194085722,0.24973608793643656,0.3390484243685555,1.5510858757695822,0.7777777777777778
813704,1,False,goal_missed,-187.12197236958005,12.900000000750879,0.2910829922602367,0.46144437638788194,0.46114523163478327,8.398795314850728,1.0
813803,1,True,success,261.1874446416242,9.900000000576256,0.007830194656390357,0.019816242457000505,0.08454715652156862,0.651365716875133,1.0
813939,1,False,goal_missed,-311.544688975428,13.600000000791624,0.41559858298927155,0.5705026910865916,0.5814262570019756,7.968398978981113,0.6666666666666666
814038,1,True,success,261.59468063762245,9.900000000576256,0.017540145259989474,0.0475192813528687,0.09746350681836584,1.1942631510380204,1.0
814148,1,True,success,216.99504634156747,11.000000000640284,0.03187613619746889,0.061376344513776056,0.09884671657680903,2.5042966571830965,0.8888888888888888
814272,1,False,goal_missed,-51.01885987429502,12.400000000721775,0.10248535436925105,0.24661089889734056,0.3398045485202385,1.5711652099434628,1.0
814411,1,False,goal_missed,-163.90547364898532,13.900000000809086,0.202860404415494,0.3271383182300031,0.319588547374187,7.151030109625871,1.0
814532,1,False,goal_missed,-59.50427797599044,12.100000000704313,0.12174426332354872,0.26836918745558547,0.3596260343446806,2.0808645368580443,0.8888888888888888
814646,1,True,success,202.92534694675973,11.400000000663567,0.05432216778221835,0.10090048800382168,0.08627149455124625,4.372037364634404,0.8888888888888888
814749,1,True,success,246.49741601210664,10.300000000599539,0.04654102984689565,0.09146888723335146,0.09728838529262712,1.1981449983323014,0.8888888888888888
814882,1,False,goal_missed,-164.1544732942514,13.300000000774162,0.2400491285299475,0.49463113060087793,0.5641640985956043,7.384937062453387,1.0
815007,1,False,goal_missed,-49.047738100189264,12.500000000727596,0.09133572256925089,0.23894052035558405,0.33027698635119335,1.8051798291794057,0.8888888888888888
815119,1,True,success,217.10022910045058,11.200000000651926,0.02695549673541417,0.05696268547790155,0.09579054067777763,3.6072764295639557,1.0
815220,1,True,success,249.83933947669834,10.100000000587897,0.03216263731354768,0.046372201215325565,0.08620783003536275,0.7627802414359607,0.8888888888888888
815366,1,False,goal_missed,-150.25064921609533,14.600000000849832,0.13983886288351494,0.2508017732450101,0.3310077107601218,18.69999772838111,1.0
815487,1,False,goal_missed,-61.47668799725824,12.100000000704313,0.12008144461089315,0.2584815185009568,0.3483472724988371,1.628800140592954,0.7777777777777778
815621,1,False,goal_missed,-95.99059664184315,13.400000000779983,0.11406185013812889,0.26035481417605616,0.3662443109480704,6.029192694360178,0.8888888888888888
815746,1,False,goal_missed,-96.31991609128542,12.500000000727596,0.20002000546554624,0.4021314709734205,0.4703844330586609,5.604853831144598,1.0
815884,1,False,goal_missed,-103.93778625241549,13.800000000803266,0.12225515765607024,0.2266713587808385,0.33527462031200445,7.543434021600066,0.8888888888888888
816005,1,False,goal_missed,-60.32417778394238,12.100000000704313,0.11964130059348997,0.27329416793196126,0.35645824691889044,2.6453975206213154,0.8888888888888888
816145,1,False,goal_missed,-133.69971336174058,14.000000000814907,0.19070074656197492,0.35610482492546114,0.4327217342806969,5.237445646167324,1.0
816266,1,False,off_path,-226.9586816133487,12.100000000704313,0.4970442093110218,1.0147414792506353,1.0385065862262453,19.23143147627889,1.0
816405,1,False,goal_missed,-154.23410645612634,13.900000000809086,0.19687737208068515,0.29622262874640853,0.313456264102222,14.259857810907855,1.0
816528,1,False,goal_missed,-53.419606559969914,12.300000000715954,0.10709039340708718,0.2500199358134739,0.33868258165749515,2.2173312402411267,1.0
816728,1,False,timeout,-256.3067736596872,20.000000001164153,0.1542264316740187,0.21834325644518038,0.2789775887507345,4.79450028855478,1.0
816828,1,True,success,250.1265324963816,10.000000000582077,0.021713068896839396,0.03537647261702315,0.0968088870662413,0.7301495652877402,0.8888888888888888
816969,1,False,goal_missed,-153.94010836775925,14.100000000820728,0.19902360498523558,0.32139448910029106,0.4100234062659793,13.075353597809128,1.0
817070,1,True,success,261.61463956438337,10.100000000587897,0.017851489488679487,0.03595536539635477,0.09714453014801658,0.641030657939283,1.0
817186,1,True,success,179.06844642908518,11.600000000675209,0.08039819613701303,0.1473867504156842,0.08820149169821034,4.746553824911713,0.8888888888888888
817286,1,True,success,249.78472339777036,10.000000000582077,0.008848030382347548,0.02177996756009419,0.08253529023346,0.7253097857721942,0.8888888888888888
817424,1,False,goal_missed,-177.253388901602,13.800000000803266,0.2630637646914926,0.5152185053822012,0.5844154050990681,6.893992761013501,1.0
817551,1,False,goal_missed,-199.94636870808685,12.700000000739237,0.3618109840605886,0.6978678589345982,0.7550147003790313,10.65850282410056,1.0
817689,1,False,goal_missed,-176.09083694122796,13.800000000803266,0.2667813638482265,0.6084724788456748,0.6861999769988972,11.183800029500786,1.0
817789,1,True,success,261.6363715621925,10.000000000582077,0.026084738871642626,0.04358533230831389,0.08713543474168299,0.8224317426885063,1.0
817920,1,False,off_path,-269.4643924383051,13.10000000076252,0.41654842537690656,1.0149335642469304,1.035670385248205,27.865231730618188,1.0
818040,1,False,goal_missed,-131.12925506481045,12.000000000698492,0.26862087712100113,0.5208587086597893,0.5926641300022429,6.7545725857367245,1.0
818192,1,False,goal_missed,-328.57836472370604,15.200000000884756,0.3835196122884882,0.6641275770261398,0.46161021410904807,24.945864272069457,0.8888888888888888
818312,1,False,goal_missed,-55.49124798722234,12.000000000698492,0.10527007321784074,0.22117448258154007,0.3201560609008616,1.3695261011581046,1.0
818427,1,True,success,200.95107977363833,11.500000000669388,0.07792742649540833,0.15053169845202838,0.08601181962699224,4.982832807772291,1.0
818552,1,False,goal_missed,-266.9293732916592,12.500000000727596,0.5000843073177172,0.9414156686781459,0.9861972385500428,13.256549494487329,0.8888888888888888
818710,1,False,goal_missed,-391.1303582112591,15.800000000919681,0.4339219706839027,0.7524221521149862,0.5499361495930776,25.759851470238978,0.7777777777777778
818832,1,False,goal_missed,-178.49186112482857,12.200000000710133,0.33806784697998027,0.6257971324623215,0.6772126508583309,7.9584319285798175,0.8888888888888888
818949,1,True,success,173.438847001875,11.70000000068103,0.14291801895107387,0.29549098054393114,0.09722262743945892,9.538869255341309,1.0
819067,1,False,off_path,-239.06659776347038,11.80000000068685,0.5164971002248244,1.0180868165787582,1.0507746200451122,13.616233458514461,0.8888888888888888
819222,1,False,goal_missed,-345.1417661122385,15.500000000902219,0.42245847151529575,0.7142090081515938,0.6881368864869587,12.981682205163223,0.8888888888888888
819342,1,False,goal_missed,-62.92816669615042,12.000000000698492,0.13265774608001887,0.28199612484108083,0.3623057491176251,2.543639447702654,1.0
819476,1,False,goal_missed,-81.17247167112069,13.400000000779983,0.10875114396857437,0.2667626294146353,0.3654343457581005,4.478587342244101,1.0
819599,1,False,goal_missed,-128.84795418492865,12.300000000715954,0.25944907222127656,0.45850247058560073,0.523527861641269,4.043818206437271,1.0
819737,1,False,goal_missed,-196.3825765148925,13.800000000803266,0.29709890069079575,0.4994024057656448,0.555798582117692,5.818875407825617,1.0
819863,1,False,goal_missed,-55.29143640963134,12.600000000733417,0.1028918466137263,0.26474240292028006,0.3559968895672466,2.951945501795377,0.8888888888888888
819993,1,False,goal_missed,-143.74869490080934,13.0000000007567,0.23411131680764527,0.43484427988359176,0.5019130763569721,4.668172985877533,1.0
820117,1,False,goal_missed,-51.580225654565474,12.400000000721775,0.0986595524018022,0.24630449651453998,0.345316966882043,2.033054051641186,1.0
820250,1,False,goal_missed,-93.76598093353445,13.300000000774162,0.1272543212271708,0.23601529051560757,0.34223019460289555,2.286160369777423,1.0
820354,1,True,success,257.6286540402371,10.40000000060536,0.035238174979349945,0.08519577305889961,0.09452035648736415,1.5835831363760355,1.0
820464,1,True,success,210.1159805123485,11.000000000640284,0.07566067657027507,0.14166094212596156,0.09714524174420686,4.9189572967280615,0.8888888888888888
820587,1,False,goal_missed,-58.235704361508986,12.300000000715954,0.11533190236498428,0.27364810990952143,0.35800892145505436,3.0382481145868976,1.0
820738,1,False,goal_missed,-160.69541205554467,15.100000000878936,0.1779890142042156,0.29470977182923425,0.3069779876756609,16.040351449729567,0.8888888888888888
820862,1,False,goal_missed,-57.05108851481982,12.400000000721775,0.10736874499549895,0.25611311174192225,0.34880878195754395,2.496330165618345,1.0
821002,1,False,goal_missed,-143.31851008541574,14.000000000814907,0.20019056787412337,0.34732907108020034,0.4386192293945624,6.073055490056395,1.0
821127,1,False,goal_missed,-106.06857238186285,12.500000000727596,0.2221164013872392,0.45947540711337015,0.5242925970085481,6.394913328745603,1.0
821240,1,True,success,208.74539575647356,11.300000000657747,0.07546447591039071,0.14982904168239186,0.0919802501474879,4.70830660093251,0.8888888888888888
821353,1,False,off_path,-184.03617980475886,11.300000000657747,0.44402706122612423,1.0455464809247774,1.0905221707823327,18.885869861037484,1.0
821490,1,False,goal_missed,-84.09134393599419,13.700000000797445,0.10667319436282421,0.23080150427924145,0.341989915766885,3.189595599565716,1.0
821614,1,False,goal_missed,-52.09030137197235,12.400000000721775,0.10312346207121452,0.25101555983555135,0.3369933655206482,1.8640022254505488,1.0
821750,1,False,goal_missed,-108.6896006863644,13.600000000791624,0.15741750497210902,0.36500973017364585,0.4535862556061525,6.306056616907717,1.0
821853,1,True,success,248.7496794833875,10.300000000599539,0.015419031009405624,0.034878295502639364,0.08409890728795791,0.7979888153194057,0.8888888888888888
821970,1,True,success,161.40582346805832,11.70000000068103,0.1435585575410237,0.29125677456398685,0.09528398974853161,10.925938998383057,1.0
822096,1,False,goal_missed,-166.1945032568592,12.600000000733417,0.31503549185536756,0.5639728083212682,0.6189358616660631,5.784363824729438,0.8888888888888888
822228,1,False,goal_missed,-309.2933971110107,13.200000000768341,0.5087735705855827,0.9764540638499737,1.0252334776625125,13.880041852696333,0.7777777777777778
822351,1,False,goal_missed,-58.33599434056214,12.300000000715954,0.12024608104938356,0.26551472830506057,0.35637339845682486,2.402234544542856,1.0
822464,1,True,success,197.76354994739677,11.300000000657747,0.05408047729049354,0.11012484159454201,0.08774801775044291,5.784732990716013,1.0
822586,1,False,goal_missed,-52.91998339352586,12.200000000710133,0.10012641528978877,0.24053952153414507,0.3350248308465455,2.3123396590985204,0.8888888888888888
822704,1,False,off_path,-255.42220349948747,11.80000000068685,0.48861102511289206,1.049961826172922,1.0872118131028576,16.496249081659748,0.6666666666666666
822828,1,False,goal_missed,-49.89565866538398,12.400000000721775,0.08612732302516292,0.23151355037026922,0.33092360959442896,3.0042709908518126,1.0
822970,1,False,goal_missed,-116.6457734383068,14.200000000826549,0.1053064332663456,0.22753245255713578,0.30837000560381084,13.17388801063145,1.0
823079,1,False,off_path,-180.13007825675248,10.900000000634464,0.4508904100486987,1.0703946790105106,1.114546813828557,19.14080493499705,0.8888888888888888
823215,1,False,goal_missed,-206.71993979547773,13.600000000791624,0.2838724864045213,0.5781559328128837,0.3292649994731347,12.93272036328604,0.7777777777777778
823321,1,False,off_path,-192.61442911570288,10.600000000617001,0.473471679657895,1.124400498720143,1.2345098811320292,18.252837097423264,0.8888888888888888
823440,1,True,success,140.07363571771822,11.900000000692671,0.1820463539908629,0.334603839129388,0.09508410230632457,8.14128926808798,0.8888888888888888
823562,1,False,goal_missed,-53.114196164626385,12.200000000710133,0.10126899753697251,0.2485433582303879,0.3463998867128293,2.24990021011235,1.0
823697,1,False,goal_missed,-203.55647713260942,13.500000000785803,0.29162655978185154,0.5014922166949038,0.5561596140838024,6.45020212072064,0.6666666666666666
823818,1,False,goal_missed,-62.013809882353314,12.100000000704313,0.1269599347846665,0.2939826871012143,0.3799813017074668,3.430082763709864,0.8888888888888888
823923,1,False,off_path,-259.4348444083292,10.50000000061118,0.5423826156833728,1.0559448884423759,1.1840742485753675,15.348533082193418,0.6666666666666666
824024,1,True,success,251.75293488041683,10.100000000587897,0.00811629611916213,0.01550732211307165,0.0861759967644027,0.7121155821915931,0.8888888888888888
824161,1,False,goal_missed,-106.660029093119,13.700000000797445,0.14902140072046355,0.25615645195080783,0.36259120202528916,2.7302640122666157,1.0
824262,1,True,success,248.34332359693687,10.100000000587897,0.026845414110339975,0.05826670047328362,0.08826093082514154,1.6592700937191964,0.8888888888888888
824394,1,False,goal_missed,-182.34063912772504,13.200000000768341,0.271394385361339,0.47744039587223175,0.5356233629356227,7.921055076135684,0.8888888888888888
824515,1,False,goal_missed,-65.91609973257701,12.100000000704313,0.1362528173027923,0.3055269793527893,0.38893830282441144,3.8703316045631273,1.0
824653,1,False,goal_missed,-309.50143286958837,13.800000000803266,0.44541855168128686,0.8255004142456481,0.8769688102372131,9.968634893712391,1.0
824777,1,False,goal_missed,-49.25218528157197,12.400000000721775,0.0904646449867601,0.2340344604524459,0.3339608301041648,2.0471318659992477,1.0
824914,1,False,goal_missed,-221.46117627921154,13.700000000797445,0.3352997020303111,0.6466258443008527,0.7125274538245402,8.485730260177666,0.8888888888888888
825018,1,True,success,244.31867929987942,10.40000000060536,0.05388941000430634,0.10696162825542195,0.09718749392671858,2.798513978629993,1.0
825150,1,False,goal_missed,-184.388979758269,13.200000000768341,0.2734030191189393,0.38972674864541457,0.4757357465265904,6.4383476784636136,1.0
825274,1,False,goal_missed,-177.72024636216844,12.400000000721775,0.32951481408383376,0.6031710620584901,0.6641400777475166,7.160958173991325,0.7777777777777778
825414,1,False,goal_missed,-160.58117805543412,14.000000000814907,0.23323976618692763,0.4665555777235633,0.5347479075988141,8.504747236450635,0.8888888888888888
825533,1,False,goal_missed,-51.352417243255154,11.900000000692671,0.0955483676096452,0.23804688632871276,0.3407105039368612,2.501006893682481,1.0
825666,1,False,goal_missed,-114.98459618830987,13.300000000774162,0.16713847488309114,0.363060630691572,0.4505046088777036,5.230385707999166,1.0
825771,1,False,off_path,-167.2517442914683,10.50000000061118,0.44056305209429364,1.0944847684860257,1.1821154854291613,19.80094942787417,0.8888888888888888
